Staten Island Rolling Sales File.  All Sales From May 2016 - April 2017.,,,,,,,,,,,,,,,,,,,,
Sales File as of 5/1/2017  Co-op Sales Files as of 5/5/2017,,,,,,,,,,,,,,,,,,,,
Neighborhood Names and Descriptive Data as of 1/6/2017,,,,,,,,,,,,,,,,,,,,
Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2116,1, ,A1,160 ROCKVILLE AVENUE                     ,            ,10314,1,0,1," 4,902 "," 2,404 ",1970,1,A1," 670,000 ",1/24/2017
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2116,60, ,A5,36 BOWLING GREEN PLACE                   ,            ,10314,1,0,1," 2,794 "," 1,550 ",1975,1,A5," 465,000 ",5/26/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2118,50, ,A5,197 PARK DRIVE NORTH                     ,            ,10314,1,0,1," 4,000 "," 1,246 ",1975,1,A5," 510,000 ",3/16/2017
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2118,83, ,A5,12 MULBERRY AVENUE                       ,            ,10314,1,0,1," 2,500 "," 1,232 ",1970,1,A5, -   ,5/31/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2118,135, ,A5,106 MULBERRY AVENUE                      ,            ,10314,1,0,1," 2,400 "," 1,246 ",1980,1,A5," 495,000 ",7/29/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2360,134, ,A5,1216 ROCKLAND AVENUE                     ,            ,10314,1,0,1," 4,035 "," 2,418 ",2009,1,A5, -   ,9/10/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2360,220, ,A5,5 FERNDALE AVENUE                        ,            ,10314,1,0,1," 1,312 ", 756 ,1987,1,A5," 433,000 ",3/27/2017
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2369,27, ,A5,478 TRAVIS AVENUE                        ,            ,10314,1,0,1," 2,678 "," 2,442 ",1985,1,A5, -   ,1/10/2017
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2370,145, ,A2,1336 FOREST HILL ROAD                    ,            ,10314,1,0,1," 19,246 "," 1,412 ",1960,1,A2," 735,000 ",6/15/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2370,225, ,A5,32 BOGOTA STREET                         ,            ,10314,1,0,1," 3,203 "," 1,772 ",2012,1,A5," 650,000 ",11/28/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2370,361, ,A5,79 BOGOTA STREET                         ,            ,10314,1,0,1," 2,800 "," 1,800 ",1981,1,A5, -   ,12/29/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2370,370, ,A5,57 BOGOTA STREET                         ,            ,10314,1,0,1," 1,980 "," 1,160 ",1993,1,A5," 400,000 ",5/23/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2370,376, ,A5,43 BOGOTA STREET                         ,            ,10314,1,0,1," 2,850 "," 1,160 ",1993,1,A5, -   ,12/9/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2371,204, ,A5,60 LEWISTON STREET                       ,            ,10314,1,0,1," 3,225 "," 1,432 ",1982,1,A5, -   ,8/25/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2372,43, ,A5,34 KELLY BOULEVARD                       ,            ,10314,1,0,1," 2,500 "," 1,400 ",1993,1,A5," 480,000 ",11/14/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2372,93, ,A5,111 MC VEIGH AVENUE                      ,            ,10314,1,0,1," 2,375 "," 2,200 ",1980,1,A5," 575,000 ",3/16/2017
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2372,151, ,A5,108 MC VEIGH AVENUE                      ,            ,10314,1,0,1," 2,400 "," 1,560 ",1980,1,A5," 534,000 ",3/27/2017
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2372,210, ,A5,334 TRAVIS AVENUE                        ,            ,10314,1,0,1," 3,552 "," 1,331 ",1980,1,A5, -   ,5/10/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2372,285, ,A5,1030 ROCKLAND AVENUE                     ,            ,10314,1,0,1," 1,978 "," 2,000 ",1987,1,A5," 390,000 ",6/22/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2373,17, ,A5,35 BRAISTED AVENUE                       ,            ,10314,1,0,1," 2,500 "," 1,410 ",1980,1,A5," 610,000 ",1/19/2017
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2373,18, ,A5,41 BRAISTED AVENUE                       ,            ,10314,1,0,1," 2,700 "," 2,581 ",1985,1,A5," 543,000 ",9/8/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2375,152, ,A5,21 KELLY BOULEVARD                       ,            ,10314,1,0,1," 2,200 "," 1,300 ",1993,1,A5," 450,000 ",6/13/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2375,156, ,A5,11 KELLY BOULEVARD                       ,            ,10314,1,0,1," 2,200 "," 1,300 ",1993,1,A5, -   ,11/10/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2376,7, ,A5,189 KEATING PLACE                        ,            ,10314,1,0,1," 2,860 "," 2,500 ",1983,1,A5," 561,000 ",7/1/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2376,25, ,A5,153 KEATING PLACE                        ,            ,10314,1,0,1," 2,750 "," 1,825 ",1983,1,A5," 590,000 ",10/7/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2376,63, ,A5,1130 ROCKLAND AVENUE                     ,            ,10314,1,0,1," 2,523 "," 3,080 ",1984,1,A5, 1 ,5/19/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2376,82, ,A5,1092 ROCKLAND AVENUE                     ,            ,10314,1,0,1," 2,580 "," 3,080 ",1984,1,A5," 500,000 ",11/28/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2376,135, ,A5,273 MONAHAN AVENUE                       ,            ,10314,1,0,1," 2,580 "," 1,452 ",1980,1,A5," 450,000 ",8/12/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2376,201, ,A5,493 TRAVIS AVENUE                        ,            ,10314,1,0,1," 2,574 "," 2,364 ",1984,1,A5," 668,000 ",2/27/2017
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2376,201, ,A5,493 TRAVIS AVENUE                        ,            ,10314,1,0,1," 2,574 "," 2,364 ",1984,1,A5," 365,000 ",5/23/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2376,201, ,A5,493 TRAVIS AVENUE                        ,            ,10314,1,0,1," 2,574 "," 2,364 ",1984,1,A5, -   ,5/23/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2377,36, ,A5,215 BRAISTED AVENUE                      ,            ,10314,1,0,1," 2,350 "," 1,312 ",1980,1,A5," 499,000 ",8/25/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2378,51, ,A5,214 BRAISTED AVENUE                      ,            ,10314,1,0,1," 2,400 "," 1,344 ",1980,1,A5," 455,000 ",6/16/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2378,92, ,A5,57 DENKER PLACE                          ,            ,10314,1,0,1," 2,500 "," 1,796 ",1985,1,A5," 468,000 ",1/5/2017
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2379,14, ,A5,395 TRAVIS AVENUE                        ,            ,10314,1,0,1," 2,280 "," 1,376 ",1975,1,A5," 489,000 ",12/29/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2379,27, ,A5,421 TRAVIS AVENUE                        ,            ,10314,1,0,1," 2,280 "," 1,376 ",1975,1,A5," 518,000 ",11/22/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2379,62, ,A5,202 MC VEIGH AVENUE                      ,            ,10314,1,0,1," 2,280 "," 1,056 ",1975,1,A5," 605,000 ",2/17/2017
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2379,65, ,A5,196 MC VEIGH AVENUE                      ,            ,10314,1,0,1," 2,280 "," 1,056 ",1975,1,A5," 226,063 ",3/22/2017
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2379,68, ,A5,186 MC VEIGH AVENUE                      ,            ,10314,1,0,1," 2,280 "," 1,056 ",1975,1,A5," 510,000 ",10/28/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2379,89, ,A5,77 DENKER PLACE                          ,            ,10314,1,0,1," 2,483 "," 1,568 ",1975,1,A5," 462,000 ",6/1/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2379,92, ,A5,83 DENKER PLACE                          ,            ,10314,1,0,1," 2,277 "," 1,568 ",1975,1,A5, -   ,8/27/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2381,32, ,A1,798 KLONDIKE AVENUE                      ,            ,10314,1,0,1," 4,200 "," 2,016 ",1970,1,A1, -   ,7/19/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2383,38, ,A5,38 STEPHEN LOOP                          ,            ,10314,1,0,1," 3,145 "," 2,142 ",1996,1,A5," 570,000 ",10/5/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2383,88, ,A5,208 MERRYMOUNT STREET                    ,            ,10314,1,0,1," 3,040 "," 1,496 ",1975,1,A5, -   ,2/21/2017
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2383,183, ,A5,71 STEPHEN LOOP                          ,            ,10314,1,0,1," 3,215 "," 2,180 ",1996,1,A5," 550,000 ",8/31/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2385,29, ,A5,25 VASSAR STREET                         ,            ,10314,1,0,1," 2,600 "," 1,440 ",1965,1,A5," 510,000 ",12/5/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2385,64, ,A1,148 NEHRING AVENUE                       ,            ,10314,1,0,1," 4,620 "," 2,152 ",1965,1,A1," 615,000 ",8/10/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2385,71, ,A1,164 NEHRING AVENUE                       ,            ,10314,1,0,1," 5,830 "," 2,152 ",1965,1,A1," 488,000 ",8/31/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2386,13, ,A5,295 MERRYMOUNT STREET                    ,            ,10314,1,0,1," 2,470 "," 2,248 ",1982,1,A5, -   ,5/3/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2386,25, ,A5,267 MERRYMOUNT STREET                    ,            ,10314,1,0,1," 2,470 "," 2,248 ",1982,1,A5," 585,000 ",11/16/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2386,29, ,A5,259 MERRYMOUNT STREET                    ,            ,10314,1,0,1," 2,470 "," 2,248 ",1982,1,A5," 380,000 ",12/20/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2386,57, ,A5,138 VASSAR STREET                        ,            ,10314,1,0,1," 2,470 "," 2,248 ",1982,1,A5," 475,000 ",3/23/2017
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2386,59, ,A5,142 VASSAR STREET                        ,            ,10314,1,0,1," 2,470 "," 2,248 ",1982,1,A5," 499,000 ",1/20/2017
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2386,77, ,A5,178 VASSAR ST                            ,            ,10314,1,0,1," 2,090 "," 1,232 ",1982,1,A5," 438,000 ",12/23/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2387,75, ,A5,56 PURDUE STREET                         ,            ,10314,1,0,1," 2,400 "," 1,456 ",1982,1,A5," 470,000 ",10/26/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2389,95, ,A5,308 TRAVIS AVENUE                        ,            ,10314,1,0,1," 3,404 "," 1,280 ",1982,1,A5, -   ,9/12/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2389,100, ,A5,298 TRAVIS AVENUE                        ,            ,10314,1,0,1," 3,404 "," 1,280 ",1982,1,A5, -   ,5/31/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2389,110, ,A5,280 TRAVIS AVENUE                        ,            ,10314,1,0,1," 3,404 "," 1,280 ",1980,1,A5, -   ,1/26/2017
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2389,121, ,A5,262 TRAVIS AVENUE                        ,            ,10314,1,0,1," 3,105 "," 1,362 ",1980,1,A5," 549,000 ",7/29/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2389,162, ,A5,96 TRAVIS AVENUE                         ,            ,10314,1,0,1," 3,105 "," 1,362 ",1980,1,A5, 10 ,1/24/2017
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2390,196, ,A5,33 LILLIE LANE                           ,            ,10314,1,0,1," 1,400 "," 1,250 ",1993,1,A5," 460,000 ",3/21/2017
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2390,200, ,A5,34 LILLIE LANE                           ,            ,10314,1,0,1," 1,080 "," 1,448 ",1993,1,A5," 454,000 ",11/23/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2390,202, ,A5,30 LILLIE LANE                           ,            ,10314,1,0,1," 1,654 ", 948 ,1993,1,A5," 480,000 ",7/21/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2390,332, ,A5,333 KLONDIKE AVENUE                      ,            ,10314,1,0,1," 3,920 "," 1,842 ",1980,1,A5, -   ,1/22/2017
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2390,332, ,A5,333 KLONDIKE AVENUE                      ,            ,10314,1,0,1," 3,920 "," 1,842 ",1980,1,A5," 520,000 ",7/25/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2390,367, ,A5,60 TRAVIS AVENUE                         ,            ,10314,1,0,1," 3,335 "," 1,768 ",1980,1,A5," 548,500 ",10/27/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2390,534, ,A5,137 LEWISTON STREET                      ,            ,10314,1,0,1," 2,500 "," 1,640 ",1993,1,A5," 499,988 ",11/22/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2390,567, ,A5,26 SHALE STREET                          ,            ,10314,1,0,1," 2,500 "," 1,640 ",1993,1,A5," 499,999 ",9/16/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2390,602, ,A5,62 SHALE STREET                          ,            ,10314,1,0,1," 2,200 "," 1,547 ",1975,1,A5," 435,000 ",10/20/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2391,93, ,A5,85 SHALE STREET                          ,            ,10314,1,0,1," 2,930 "," 1,657 ",2015,1,A5, -   ,11/21/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2391,93, ,A5,85 SHALE STREET                          ,            ,10314,1,0,1," 2,930 "," 1,657 ",2015,1,A5," 569,201 ",11/21/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2391,94, ,A5,83 SHALE STREET                          ,            ,10314,1,0,1," 2,930 "," 1,657 ",2015,1,A5," 569,201 ",11/22/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2391,94, ,A5,83 SHALE STREET                          ,            ,10314,1,0,1," 2,930 "," 1,657 ",2015,1,A5, -   ,11/21/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2391,95, ,A5,79 SHALE STREET                          ,            ,10314,1,0,1," 2,940 "," 1,617 ",2016,1,A5, -   ,11/21/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2391,96, ,A5,77 SHALE STREET                          ,            ,10314,1,0,1," 2,990 "," 1,617 ",2016,1,A5," 569,202 ",3/27/2017
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2391,96, ,A5,77 SHALE STREET                          ,            ,10314,1,0,1," 2,990 "," 1,617 ",2016,1,A5, -   ,11/21/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2391,140, ,A5,59 SHALE STREET                          ,            ,10314,1,0,1," 3,400 "," 1,300 ",1992,1,A5," 550,000 ",11/22/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2392,107, ,A5,460 KLONDIKE AVENUE                      ,            ,10314,1,0,1," 3,077 "," 2,164 ",1981,1,A5," 595,000 ",9/6/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2392,132, ,A5,410 KLONDIKE AVENUE                      ,            ,10314,1,0,1," 3,060 "," 2,200 ",1981,1,A5," 620,000 ",9/19/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2395,46, ,A1,556 KLONDIKE AVENUE                      ,            ,10314,1,0,1," 3,880 "," 2,280 ",1970,1,A1," 620,000 ",1/31/2017
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2395,66, ,A5,59 COPLEY STREET                         ,            ,10314,1,0,1," 3,000 "," 1,760 ",1970,1,A5," 562,500 ",1/25/2017
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2395,67, ,A5,61 COPLEY STREET                         ,            ,10314,1,0,1," 3,000 "," 1,760 ",1970,1,A5," 595,000 ",2/6/2017
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2396,211, ,A1,28 LUNDI COURT                           ,            ,10314,1,0,1," 7,846 "," 3,036 ",1970,1,A1," 800,000 ",10/13/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2397,163, ,A1,127 ROCKNE STREET                        ,            ,10314,1,0,1," 2,500 "," 2,251 ",1982,1,A1," 397,488 ",6/10/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2397,255, ,A5,70 ELWOOD AVENUE                         ,            ,10314,1,0,1," 3,100 "," 2,376 ",1987,1,A5," 675,000 ",12/19/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2397,259, ,A5,62 ELWOOD AVENUE                         ,            ,10314,1,0,1," 3,100 "," 2,420 ",1983,1,A5, -   ,3/15/2017
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2397,277, ,A5,24 ELWOOD AVENUE                         ,            ,10314,1,0,1," 3,400 "," 2,004 ",1987,1,A5," 540,000 ",11/30/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2397,330, ,A5,51 VILLA NOVA STREET                     ,            ,10314,1,0,1," 2,500 "," 2,360 ",1983,1,A5, -   ,3/23/2017
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2402,38, ,A5,410 NOME AVENUE                          ,            ,10314,1,0,1," 2,500 "," 2,441 ",1985,1,A5, -   ,9/23/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2402,110, ,A5,137 RICHMOND HILL ROAD                   ,            ,10314,1,0,1," 1,920 "," 1,610 ",1992,1,A5," 355,000 ",5/10/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2402,130, ,A5,103 RICHMOND HILL ROAD                   ,            ,10314,1,0,1, 970 ," 1,350 ",1992,1,A5," 350,000 ",1/31/2017
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2402,131, ,A5,101 RICHMOND HILL ROAD                   ,            ,10314,1,0,1," 1,880 "," 1,350 ",1992,1,A5, 10 ,10/25/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2402,136, ,A5,91 RICHMOND HILL ROAD                    ,            ,10314,1,0,1," 1,260 "," 1,360 ",1992,1,A5," 351,100 ",11/28/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2402,147, ,A5,76 COUNTRY DRIVE SOUTH                   ,            ,10314,1,0,1," 1,395 "," 1,360 ",1992,1,A5," 383,000 ",7/11/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2402,153, ,A5,48 COUNTRY DRIVE SOUTH                   ,            ,10314,1,0,1, 640 ," 1,300 ",1992,1,A5," 240,000 ",1/5/2017
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2402,164, ,A5,30 COUNTRY DRIVE SOUTH                   ,            ,10314,1,0,1," 1,220 "," 1,615 ",1992,1,A5," 383,000 ",9/2/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2410,201, ,A5,21 NORTHPORT LANE                        ,            ,10314,1,0,1," 1,881 "," 1,300 ",1987,1,A5," 330,000 ",5/27/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2410,207, ,A5,55 NORTHPORT LANE                        ,            ,10314,1,0,1," 2,025 "," 1,500 ",1987,1,A5, -   ,6/18/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2410,207, ,A5,55 NORTHPORT LANE                        ,            ,10314,1,0,1," 2,025 "," 1,500 ",1987,1,A5, -   ,6/18/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2410,240, ,A5,32 WESTPORT LANE                         ,            ,10314,1,0,1," 1,362 "," 1,096 ",1992,1,A5," 380,000 ",9/2/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2410,245, ,A5,42 WESTPORT LANE                         ,            ,10314,1,0,1," 1,357 "," 1,096 ",1992,1,A5, -   ,11/9/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2410,249, ,A5,39 WESTPORT LANE                         ,            ,10314,1,0,1," 1,358 "," 1,420 ",1993,1,A5," 350,000 ",1/11/2017
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2445,25, ,A5,52 LOTT LANE                             ,            ,10314,1,0,1," 2,550 "," 2,016 ",1997,1,A5," 492,000 ",9/19/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2445,26, ,A5,51 LOTT LANE                             ,            ,10314,1,0,1," 2,590 "," 2,112 ",1997,1,A5," 520,000 ",2/15/2017
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2445,26, ,A5,51 LOTT LANE                             ,            ,10314,1,0,1," 2,590 "," 2,112 ",1997,1,A5," 243,000 ",7/21/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2445,31, ,A5,60 LOTT LANE                             ,            ,10314,1,0,1," 2,680 "," 2,000 ",1997,1,A5," 325,000 ",8/5/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2445,35, ,A5,66 LOTT LANE                             ,            ,10314,1,0,1," 2,695 "," 2,000 ",1997,1,A5," 468,920 ",9/23/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2445,43, ,A5,78 LOTT LANE                             ,            ,10314,1,0,1," 2,810 "," 2,000 ",1997,1,A5," 460,000 ",8/15/2016
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2452,1, ,A5,7 WELLINGTON COURT                       ,            ,10314,1,0,1," 1,287 "," 1,500 ",1987,1,A5," 418,000 ",2/22/2017
5,NEW SPRINGVILLE          ,01  ONE FAMILY DWELLINGS                    ,1,2452,1, ,A5,7 WELLINGTON COURT                       ,            ,10314,1,0,1," 1,287 "," 1,500 ",1987,1,A5," 294,060 ",9/22/2016
5,NEW SPRINGVILLE          ,02  TWO FAMILY DWELLINGS                    ,1,1990,8, ,B9,30 LATOURETTE LANE                       ,            ,10314,2,0,2," 2,468 "," 1,612 ",1997,1,B9, -   ,9/28/2016
5,NEW SPRINGVILLE          ,02  TWO FAMILY DWELLINGS                    ,1,1992,38, ,B9,35 ANJALI LOOP                           ,            ,10314,2,0,2," 2,530 "," 1,400 ",2000,1,B9," 447,000 ",8/31/2016
5,NEW SPRINGVILLE          ,02  TWO FAMILY DWELLINGS                    ,1,1992,150, ,B9,17 ANJALI LOOP                           ,            ,10314,2,0,2," 2,604 "," 1,400 ",2000,1,B9," 515,000 ",1/12/2017
5,NEW SPRINGVILLE          ,02  TWO FAMILY DWELLINGS                    ,1,2000,20, ,B9,1103 ROCKLAND AVENUE                     ,            ,10314,2,0,2," 3,360 "," 1,600 ",2004,1,B9, -   ,6/15/2016
5,NEW SPRINGVILLE          ,02  TWO FAMILY DWELLINGS                    ,1,2015,306, ,B2,1205 ROCKLAND AVENUE                     ,            ,10314,2,0,2," 4,590 "," 2,322 ",1975,1,B2, -   ,10/22/2016
5,NEW SPRINGVILLE          ,02  TWO FAMILY DWELLINGS                    ,1,2015,458, ,B2,39 SHEPARD AVENUE                        ,            ,10314,2,0,2," 4,300 "," 2,322 ",1975,1,B2, -   ,10/22/2016
5,NEW SPRINGVILLE          ,02  TWO FAMILY DWELLINGS                    ,1,2015,462, ,B2,31 SHEPARD AVENUE                        ,            ,10314,2,0,2," 4,300 "," 2,322 ",1975,1,B2," 680,000 ",8/17/2016
5,NEW SPRINGVILLE          ,02  TWO FAMILY DWELLINGS                    ,1,2015,468, ,B2,19 SHEPARD AVENUE                        ,            ,10314,2,0,2," 4,300 "," 2,322 ",1975,1,B2, -   ,2/1/2017
5,NEW SPRINGVILLE          ,02  TWO FAMILY DWELLINGS                    ,1,2015,533, ,B2,47 GRISSOM AVENUE                        ,            ,10314,2,0,2," 4,560 "," 2,322 ",1970,1,B2, -   ,3/21/2017
