Staten Island Rolling Sales File.  All Sales From May 2016 - April 2017.,,,,,,,,,,,,,,,,,,,,
Sales File as of 5/1/2017  Co-op Sales Files as of 5/5/2017,,,,,,,,,,,,,,,,,,,,
Neighborhood Names and Descriptive Data as of 1/6/2017,,,,,,,,,,,,,,,,,,,,
Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,4608,27, ,A5,84 KENNINGTON STREET                     ,            ,10308,1,0,1," 2,725 "," 1,638 ",1998,1,A5," 492,000 ",9/29/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,4608,61, ,A5,105 LEVERETT AVENUE                      ,            ,10308,1,0,1," 2,500 "," 1,360 ",1970,1,A5, -   ,7/19/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,4609,50, ,A2,93 NAHANT STREET                         ,            ,10308,1,0,1," 4,000 "," 1,056 ",1960,1,A2," 525,000 ",7/12/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,4610,1, ,A5,241 GIFFORDS LANE                        ,            ,10308,1,0,1," 2,716 "," 1,580 ",1987,1,A5, -   ,3/30/2017
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,4610,22, ,A2,190 JUMEL STREET                         ,            ,10308,1,0,1," 6,622 "," 1,288 ",1960,1,A2," 545,000 ",11/30/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,4610,205, ,A5,44 LINTON PLACE                          ,            ,10308,1,0,1," 2,730 "," 1,584 ",1994,1,A5," 605,000 ",12/29/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,4612,67, ,A1,59 HOWTON AVENUE                         ,            ,10308,1,0,1," 3,995 "," 1,800 ",1940,1,A1," 575,000 ",8/5/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,4612,82, ,A5,180 LEVERETT AVENUE                      ,            ,10308,1,0,1," 3,000 "," 1,716 ",1998,1,A5," 585,000 ",7/28/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,4613,112, ,A1,53 GIBSON AVENUE                         ,            ,10308,1,0,1," 4,710 "," 1,336 ",1925,1,A1," 545,000 ",7/13/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,4616,5, ,A2,139 SAMPSON AVENUE                       ,            ,10308,1,0,1," 5,000 "," 2,382 ",1950,1,A2," 806,500 ",2/14/2017
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,4618,6, ,A1,149 MILES AVENUE                         ,            ,10308,1,0,1," 4,000 "," 1,980 ",1965,1,A1," 703,000 ",7/27/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,4618,48, ,A2,162 SHAFTER AVENUE                       ,            ,10308,1,0,1," 4,000 ", 960 ,1965,1,A2," 455,000 ",6/28/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,4618,55, ,A1,161 DEWEY AVENUE                         ,            ,10308,1,0,1," 6,000 "," 1,386 ",1930,1,A1, -   ,7/14/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,4621,29, ,A5,97 GIFFORDS LANE                         ,            ,10308,1,0,1," 2,277 "," 1,180 ",1987,1,A5," 400,000 ",5/26/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,4622,15, ,A2,100 SCHLEY AVENUE                        ,            ,10308,1,0,1," 3,990 ", 912 ,1960,1,A2," 535,000 ",7/6/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,4622,19, ,A2,92 SCHLEY AVENUE                         ,            ,10308,1,0,1," 3,990 ", 932 ,1960,1,A2, -   ,9/13/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,4624,174, ,A2,84 MILES AVENUE                          ,            ,10308,1,0,1," 5,000 "," 1,000 ",1955,1,A2," 590,000 ",7/6/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,4624,204, ,A2,45 SCHLEY AVENUE                         ,            ,10308,1,0,1," 6,300 "," 1,240 ",1960,1,A2," 500,000 ",1/12/2017
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,4630,42, ,A2,47 MILES AVENUE                          ,            ,10308,1,0,1," 4,940 "," 1,206 ",1960,1,A2, -   ,12/27/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,4633,13, ,A2,70 EXETER STREET                         ,            ,10308,1,0,1," 4,845 "," 1,170 ",1965,1,A2, -   ,11/7/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,4633,352, ,A2,55 EXETER STREET                         ,            ,10308,1,0,1," 4,950 "," 1,318 ",1955,1,A2," 475,000 ",5/5/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,4640,34, ,A5,44 STONECREST COURT                      ,            ,10308,1,0,1," 1,690 ", 944 ,1991,1,A5," 305,000 ",7/19/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,4640,35, ,A5,42 STONECREST COURT                      ,            ,10308,1,0,1," 2,660 ", 944 ,1991,1,A5," 306,000 ",1/5/2017
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,4640,43, ,A5,26 STONECREST COURT                      ,            ,10308,1,0,1," 3,276 ", 944 ,1991,1,A5," 330,000 ",1/20/2017
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,4640,117, ,A5,49 GREAVES LANE                          ,            ,10308,1,0,1," 1,170 "," 1,327 ",1990,1,A5," 376,000 ",11/29/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,4640,146, ,A5,24 STERN COURT                           ,            ,10308,1,0,1, 960 ," 1,327 ",1988,1,A5," 339,900 ",6/30/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,4640,167, ,A5,36 STERN COURT                           ,            ,10308,1,0,1," 1,650 "," 1,599 ",1989,1,A5," 339,000 ",8/16/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,4645,246, ,A5,95 WOODCUTTERS LANE                      ,            ,10306,1,0,1," 1,822 "," 1,260 ",1994,1,A5, -   ,9/30/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,4645,248, ,A5,89 WOODCUTTERS LANE                      ,            ,10306,1,0,1," 1,656 "," 1,260 ",1994,1,A5," 515,000 ",3/20/2017
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,4645,272, ,A5,19 WOODCUTTERS LANE                      ,            ,10306,1,0,1," 1,092 "," 1,244 ",1994,1,A5, -   ,7/7/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5026,4, ,A5,215 JUSTIN AVENUE                        ,            ,10306,1,0,1," 2,400 "," 1,232 ",1970,1,A5," 465,000 ",10/31/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5026,52, ,A5,134 DURANT AVENUE                        ,            ,10306,1,0,1," 2,365 "," 1,232 ",1970,1,A5," 288,000 ",6/15/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5026,84, ,A5,87 THOLLEN STREET                        ,            ,10306,1,0,1," 2,568 "," 1,232 ",1975,1,A5," 450,000 ",12/13/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5027,23, ,A5,218 SPRATT AVENUE                        ,            ,10306,1,0,1," 1,400 "," 1,120 ",1992,1,A5, -   ,12/7/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5027,32, ,A5,41 THAYER PLACE                          ,            ,10306,1,0,1," 2,499 "," 1,232 ",1965,1,A5, -   ,1/10/2017
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5028,15, ,A5,17 OVIS PLACE                            ,            ,10306,1,0,1," 2,400 "," 1,232 ",1965,1,A5," 460,000 ",1/19/2017
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5030,55, ,A2,3443 HYLAN BOULEVARD                     ,            ,10306,1,0,1," 7,350 ", 938 ,1940,1,A2," 649,999 ",10/13/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5103,52, ,A5,27 MAYBURY COURT                         ,            ,10306,1,0,1," 2,400 "," 1,176 ",1975,1,A5," 395,000 ",6/17/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5103,54, ,A5,33 MAYBURY COURT                         ,            ,10306,1,0,1," 2,300 "," 1,176 ",1975,1,A5," 449,000 ",2/13/2017
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5104,51, ,A5,23 GREENCROFT AVENUE                     ,            ,10308,1,0,1," 2,500 "," 1,176 ",1970,1,A5," 438,500 ",11/3/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5110,37, ,A5,107 GREENCROFT AVENUE                    ,            ,10308,1,0,1," 2,400 "," 1,176 ",1965,1,A5," 168,750 ",7/2/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5111,3, ,A5,199 KEEGANS LANE                         ,            ,10308,1,0,1," 1,548 "," 1,627 ",1980,1,A5," 426,000 ",8/15/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5116,28, ,A1,460 DURANT AVENUE                        ,            ,10308,1,0,1," 4,400 "," 1,884 ",1960,1,A1, -   ,11/28/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5116,49, ,A2,134 KEEGANS LANE                         ,            ,10308,1,0,1," 4,000 "," 1,136 ",1960,1,A2," 385,000 ",9/29/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5118,20, ,A5,212 GREENCROFT AVENUE                    ,            ,10308,1,0,1," 2,820 "," 1,440 ",1994,1,A5, -   ,5/26/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5118,21, ,A5,210 GREENCROFT AVENUE                    ,            ,10308,1,0,1," 2,850 "," 1,440 ",1994,1,A5, -   ,5/26/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5119,1, ,A1,3748 AMBOY ROAD                          ,            ,10308,1,0,1," 5,478 "," 1,748 ",1910,1,A1, -   ,12/8/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5119,29, ,A1,40 FIELDWAY AVENUE                       ,            ,10308,1,0,1," 4,920 "," 1,784 ",1975,1,A1," 135,000 ",6/13/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5119,44, ,A1,59 HIGHLAND ROAD                         ,            ,10308,1,0,1," 7,491 "," 3,000 ",2001,1,A1," 770,000 ",5/3/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5126,44, ,A1,151 GREAT KILLS ROAD                     ,            ,10308,1,0,1," 6,300 "," 1,592 ",1930,1,A1," 1,135,000 ",9/1/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5129,26, ,A5,18 KING JAMES COURT                      ,            ,10308,1,0,1," 3,105 "," 2,400 ",1989,1,A5," 360,000 ",6/9/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5130,9, ,A2,269 GREAT KILLS ROAD                     ,            ,10308,1,0,1," 5,000 "," 1,000 ",1960,1,A2, -   ,6/27/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5130,61, ,A5,273 GREENCROFT AVENUE                    ,            ,10308,1,0,1," 2,650 "," 1,296 ",1960,1,A5," 415,000 ",10/6/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5131,4, ,A5,303 GREAT KILLS ROAD                     ,            ,10308,1,0,1," 2,020 "," 1,144 ",1990,1,A5," 450,000 ",4/6/2017
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5131,31, ,A5,264 GREENCROFT AVENUE                    ,            ,10308,1,0,1," 2,627 "," 1,536 ",2012,1,A5," 585,000 ",7/21/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5131,53, ,A5,3741 HYLAN BOULEVARD                     ,            ,10308,1,0,1," 2,400 "," 1,176 ",1965,1,A5, -   ,3/29/2017
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5136,55, ,A1,111 DENT ROAD                            ,            ,10308,1,0,1," 8,250 "," 1,960 ",1950,1,A1," 940,000 ",8/23/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5137,1, ,A1,74 DENT ROAD                             ,            ,10308,1,0,1," 3,440 "," 1,610 ",1970,1,A1, -   ,11/3/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5138,40, ,A3,19 RUSTIC PLACE                          ,            ,10308,1,0,1," 9,844 "," 5,116 ",1986,1,A3," 750,000 ",7/19/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5139,20, ,A2,25 OCEAN ROAD                            ,            ,10308,1,0,1," 9,750 ", 912 ,1940,1,A2, -   ,12/19/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5140,60, ,A2,239 HILLSIDE TERRACE                     ,            ,10308,1,0,1," 5,120 "," 1,426 ",1950,1,A2, -   ,9/1/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5141,32, ,A5,316 GREAT KILLS ROAD                     ,            ,10308,1,0,1," 2,580 "," 1,108 ",1970,1,A5," 380,000 ",7/25/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5147,47, ,A2,81 RUSTIC PLACE                          ,            ,10308,1,0,1," 13,500 "," 1,872 ",1960,1,A2," 999,900 ",1/27/2017
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5150,2, ,A5,128 RUSTIC PLACE                         ,            ,10308,1,0,1," 3,750 "," 1,512 ",1975,1,A5," 515,000 ",11/14/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5150,27, ,A2,67 GRANDVIEW TERRACE                     ,            ,10308,1,0,1," 5,900 "," 2,264 ",1975,1,A2," 585,000 ",11/15/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5150,56, ,A9,141 NELSON AVENUE                        ,            ,10308,1,0,1," 5,500 "," 2,000 ",1920,1,A9," 520,000 ",5/18/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5152,26, ,A1,194 HILLSIDE TERRACE                     ,            ,10308,1,0,1," 6,825 "," 2,108 ",1920,1,A1," 705,000 ",7/19/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5152,63, ,A1,195 CLEVELAND AVENUE                     ,            ,10308,1,0,1," 3,800 "," 1,048 ",1930,1,A1," 550,000 ",3/28/2017
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5153,70, ,A2,3867 HYLAN BOULEVARD                     ,            ,10308,1,0,1," 4,860 ", 825 ,1960,1,A2," 441,000 ",7/15/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5156,49, ,A2,47 NASH COURT                            ,            ,10308,1,0,1," 1,750 ", 448 ,1930,1,A2, -   ,12/14/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5156,92, ,A1,9 FLORENCE STREET                        ,            ,10308,1,0,1," 5,037 "," 1,760 ",1988,1,A1," 635,000 ",1/31/2017
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1B,5157,39, ,V0,3941 HYLAN BOULEVARD                     ,            ,10308,1,0,1," 13,830 ", -   ,1945,1,A2," 467,500 ",8/5/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5157,46, ,A5,65 TARLEE PLACE                          ,            ,10308,1,0,1," 2,500 "," 1,690 ",1987,1,A5, -   ,6/21/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5158,9, ,A1,52 FLORENCE STREET                       ,            ,10308,1,0,1," 3,960 "," 1,562 ",1930,1,A1," 550,000 ",7/20/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5195,11, ,A5,39 CORAL COURT                           ,            ,10308,1,0,1," 2,350 "," 1,500 ",2000,1,A5, -   ,6/8/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5195,38, ,A5,3774 HYLAN BOULEVARD                     ,            ,10308,1,0,1," 2,800 "," 1,204 ",1975,1,A5," 415,000 ",10/18/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5195,75, ,A2,12 WATERSIDE PARKWAY                     ,            ,10308,1,0,1," 5,360 "," 1,650 ",1965,1,A2," 582,500 ",9/8/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5195,107, ,A5,95 MANSION AVENUE                        ,            ,10308,1,0,1," 2,200 "," 1,200 ",2004,1,A5," 485,000 ",1/24/2017
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5201,9, ,A2,10 MC KEE AVENUE                         ,            ,10308,1,0,1," 5,000 ", 935 ,1950,1,A2," 374,166 ",8/11/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5203,25, ,A5,316 HILLSIDE TERRACE                     ,            ,10308,1,0,1," 3,750 "," 1,420 ",1970,1,A5," 445,000 ",11/17/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5203,59, ,A2,137 WHITMAN AVENUE                       ,            ,10308,1,0,1," 6,000 "," 1,280 ",1901,1,A2," 499,999 ",7/22/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5205,32, ,A5,321 CLEVELAND AVENUE                     ,            ,10308,1,0,1," 2,820 "," 1,386 ",1983,1,A5," 540,000 ",9/12/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5208,20, ,A1,3940 HYLAN BOULEVARD                     ,            ,10308,1,0,1," 6,000 "," 1,200 ",1899,1,A1, 10 ,8/23/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5208,32, ,A2,320 CLEVELAND AVENUE                     ,            ,10308,1,0,1," 4,750 "," 1,026 ",1899,1,A2," 342,500 ",6/2/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5208,45, ,A1,37 HARTFORD STREET                       ,            ,10308,1,0,1," 4,500 "," 1,217 ",1950,1,A1," 447,500 ",9/15/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5209,43, ,A5,21 ACKERMAN STREET                       ,            ,10308,1,0,1," 2,726 ", 975 ,1986,1,A5, -   ,5/18/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5209,55, ,A5,51 ACKERMAN STREET                       ,            ,10308,1,0,1," 2,378 ", 975 ,1986,1,A5," 347,500 ",5/23/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5212,24, ,A2,1 MORRIS PLACE                           ,            ,10308,1,0,1," 3,040 ", 603 ,1940,1,A2," 460,000 ",7/6/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5212,74, ,A1,15 MORRIS PLACE                          ,            ,10308,1,0,1," 1,860 "," 1,024 ",1960,1,A1," 333,766 ",9/7/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5212,75, ,A6,11 MORRIS PLACE                          ,            ,10308,1,0,1," 3,640 "," 1,230 ",1910,1,A6," 243,800 ",6/29/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5217,5, ,A5,77 LINDENWOOD ROAD                       ,            ,10308,1,0,1," 1,533 "," 1,020 ",1991,1,A5," 86,000 ",11/19/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5217,5, ,A5,77 LINDENWOOD ROAD                       ,            ,10308,1,0,1," 1,533 "," 1,020 ",1991,1,A5, -   ,8/4/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5219,18, ,A2,59 SEELEY LANE                           ,            ,10308,1,0,1," 5,920 "," 1,240 ",1930,1,A2, -   ,6/27/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5227,9, ,A2,119 OAKDALE STREET                       ,            ,10308,1,0,1," 3,800 ", 972 ,1925,1,A2," 375,000 ",5/31/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5228,4, ,A2,137 OAKDALE STREET                       ,            ,10308,1,0,1," 4,500 ", 960 ,1950,1,A2," 350,000 ",3/23/2017
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5230,5, ,A5,451 ROBINSON AVENUE                      ,            ,10312,1,0,1," 1,900 "," 1,222 ",2008,1,A5," 515,000 ",10/28/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5233,25, ,A1,419 ROBINSON AVENUE                      ,            ,10312,1,0,1," 3,990 "," 2,100 ",1944,1,A1," 580,000 ",9/23/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5233,38, ,A2,182 OAKDALE STREET                       ,            ,10308,1,0,1," 6,050 "," 1,196 ",1955,1,A2," 510,000 ",11/8/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5235,48, ,A1,412 BEACH ROAD                           ,            ,10312,1,0,1," 3,800 "," 1,962 ",1950,1,A1," 775,000 ",3/17/2017
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5237,14, ,A5,361 RIDGECREST AVENUE                    ,            ,10312,1,0,1," 2,800 "," 1,440 ",1965,1,A5, -   ,11/1/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5237,14, ,A5,361 RIDGECREST AVENUE                    ,            ,10312,1,0,1," 2,800 "," 1,440 ",1965,1,A5," 283,334 ",11/1/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5237,51, ,A5,512 WINCHESTER AVENUE                    ,            ,10312,1,0,1," 2,800 "," 1,440 ",1965,1,A5," 510,000 ",3/13/2017
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5237,67, ,A5,478 WINCHESTER AVENUE                    ,            ,10312,1,0,1," 2,800 "," 1,440 ",1965,1,A5," 545,000 ",3/7/2017
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5238,1, ,A5,451 WINCHESTER AVENUE                    ,            ,10312,1,0,1," 3,228 "," 1,600 ",1996,1,A5," 485,500 ",6/15/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5241,58, ,A2,400 THORNYCROFT AVENUE                   ,            ,10312,1,0,1," 5,000 "," 1,040 ",1955,1,A2," 582,000 ",3/29/2017
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5241,58, ,A2,400 THORNYCROFT AVENUE                   ,            ,10312,1,0,1," 5,000 "," 1,040 ",1955,1,A2," 435,000 ",6/10/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5242,40, ,A2,440 WINCHESTER AVENUE                    ,            ,10312,1,0,1," 4,620 "," 1,100 ",1960,1,A2," 560,000 ",3/31/2017
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5242,56, ,A2,410 WINCHESTER AVENUE                    ,            ,10312,1,0,1," 4,410 "," 1,092 ",1960,1,A2, 10 ,11/3/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5242,56, ,A2,410 WINCHESTER AVENUE                    ,            ,10312,1,0,1," 4,410 "," 1,092 ",1960,1,A2, 10 ,8/11/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5242,62, ,A2,396 WINCHESTER AVENUE                    ,            ,10312,1,0,1," 5,250 "," 1,200 ",1960,1,A2, -   ,6/16/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5242,65, ,A2,392 WINCHESTER AVENUE                    ,            ,10312,1,0,1," 4,410 "," 1,092 ",1960,1,A2," 50,000 ",2/14/2017
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5243,9, ,A2,319 SYCAMORE STREET                      ,            ,10312,1,0,1," 6,471 "," 1,300 ",1950,1,A2," 395,000 ",11/10/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5244,5, ,A5,10 PARK TERRACE                          ,            ,10308,1,0,1," 2,494 "," 1,024 ",1965,1,A5," 440,000 ",12/20/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5245,25, ,A1,11 HIGHMOUNT ROAD                        ,            ,10308,1,0,1," 4,000 "," 2,347 ",2015,1,A3," 794,235 ",10/5/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5245,27, ,A1,15 HIGHMOUNT ROAD                        ,            ,10308,1,0,1," 4,000 "," 2,347 ",2015,1,A1," 794,235 ",10/26/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5246,22, ,A2,200 LINDENWOOD ROAD                      ,            ,10308,1,0,1," 5,000 "," 1,148 ",1950,1,A2," 455,000 ",7/15/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5246,24, ,A5,202 LINDENWOOD ROAD                      ,            ,10308,1,0,1," 2,500 "," 1,152 ",1987,1,A5," 463,000 ",12/15/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5248,9, ,A2,230 LINDENWOOD ROAD                      ,            ,10308,1,0,1," 5,400 "," 1,320 ",1935,1,A2," 440,000 ",2/6/2017
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5249,15, ,A2,262 LINDENWOOD ROAD                      ,            ,10308,1,0,1," 3,600 ", 850 ,1925,1,A2," 427,500 ",2/13/2017
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5250,48, ,A2,65 HOLLY AVENUE                          ,            ,10308,1,0,1," 4,200 "," 1,599 ",1950,1,A2," 560,000 ",1/9/2017
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5251,35, ,A1,15 HOLLY AVENUE                          ,            ,10308,1,0,1," 6,000 "," 1,933 ",1940,1,A1," 659,600 ",12/16/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5252,64, ,A1,111 ACACIA AVENUE                        ,            ,10308,1,0,1," 3,800 "," 1,022 ",1930,1,A1," 387,000 ",10/6/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5253,70, ,A1,33 OCEANVIEW PLACE                       ,            ,10308,1,0,1," 5,250 "," 2,338 ",1993,1,A1," 665,000 ",10/3/2016
5,GREAT KILLS              ,01  ONE FAMILY DWELLINGS                    ,1,5254,52, ,A1,89 RAMBLEWOOD AVENUE                     ,            ,10308,1,0,1," 4,750 "," 1,088 ",1930,1,A1," 499,000 ",7/19/2016
